page_number,winner,winning_club,loser,losing_club,cup,stage,boatclass,winner_station,time,date,barrier_time,barrier_loser_leading,fawley_time,fawley_loser_leading,finish_time,verdict
78,"O. Zeidler, Donau-Ruder-Club Ingolstadt e.V., Germany","O. Zeidler, Donau-Ruder-Club Ingolstadt e.V., Germany","H.D. Leask, Leander Club","H.D. Leask, Leander Club",The Diamond Challenge Sculls,semi-final,M1,Station 2 - Bucks,,2019-07-06,127.0,False,216.0,False,446.0,1.5 lengths
78,"X. Lin & R. Ju, Chinese National Rowing Team, China","X. Lin & R. Ju, Chinese National Rowing Team, China","P.C. Smith & P.J. Whittaker, Cambridge University Women's Boat Club","P.C. Smith & P.J. Whittaker, Cambridge University Women's Boat Club",The Hambleden Pairs Challenge Cup,semi-final,W2,Station 1 - Berks,,2019-07-06,137.0,False,234.0,False,487.0,4.75 lengths
78,"Northeastern University, U.S.A. 'A'","Northeastern University, U.S.A.",Newcastle University 'A',Newcastle University,The Temple Challenge Cup,semi-final,M8+,Station 2 - Bucks,,2019-07-06,106.0,False,178.0,False,365.0,0.33 lengths
79,Henley Rowing Club 'A',Henley Rowing Club,Claires Court School,Claires Court School,The Fawley Challenge Cup,semi-final,M4,Station 1 - Berks,,2019-07-06,114.0,False,192.0,False,395.0,0.75 lengths
79,"Amsterdamsche Studenten Roeivereeniging Nereus & Delftsche Studenten Roeivereeniging Laga, Netherlands","Amsterdamsche Studenten Roeivereeniging Nereus & Delftsche Studenten Roeivereeniging Laga, Netherlands",Oxford Brookes University,Oxford Brookes University,The Visitors' Challenge Cup,semi-final,M4,Station 1 - Berks,,2019-07-06,112.0,False,191.0,False,396.0,1.25 lengths
79,"Hollandia Roeiclub, Netherlands","Hollandia Roeiclub, Netherlands",Leander Club,Leander Club,The Ladies' Challenge Plate,semi-final,M8+,Station 1 - Berks,,2019-07-06,104.0,False,174.0,False,357.0,0.5 lengths
79,"G.G. Krommenhoek, Hollandia Roeiclub, Netherlands","G.G. Krommenhoek, Hollandia Roeiclub, Netherlands","L. Adema, A.G.S.R. Gyas, Netherlands","L. Adema, A.G.S.R. Gyas, Netherlands",The Diamond Challenge Sculls,semi-final,M1,Station 1 - Berks,,2019-07-06,132.0,False,222.0,False,459.0,1.25 lengths
79,"A. Diaz & A. Haack, Club de Regatas La Plata & Tigre Boat Club, Argentina","A. Diaz & A. Haack, Club de Regatas La Plata & Tigre Boat Club, Argentina","M. O'Donovan & S.M. O'Driscoll, Skibbereen Rowing Club, Ireland","M. O'Donovan & S.M. O'Driscoll, Skibbereen Rowing Club, Ireland",The Silver Goblets & Nickalls' Challenge Cup,semi-final,M2-,Station 2 - Bucks,,2019-07-06,125.0,True,210.0,False,433.0,2.75 lengths
79,"Chinese National Rowing Team, China","Chinese National Rowing Team, China","Advanced Rowing Initiative of the Northeast, U.S.A.","Advanced Rowing Initiative of the Northeast, U.S.A.",The Princess Grace Challenge Cup,semi-final,W4,Station 2 - Bucks,,2019-07-06,119.0,False,199.0,False,416.0,1.75 lengths
79,"Bundeswehr, Germany","Bundeswehr, Germany","Australian Defence Force, Australia","Australian Defence Force, Australia",The King's Cup,semi-final,Mx8+,Station 1 - Berks,,2019-07-06,110.0,False,186.0,False,387.0,1.25 lengths
79,"Hollandia Roeiclub, Netherlands","Hollandia Roeiclub, Netherlands",Cambridge University Women's Boat Club & Reading Rowing Club A,Cambridge University Women's Boat Club & Reading Rowing Club A,The Princess Grace Challenge Cup,semi-final,W4,Station 1 - Berks,,2019-07-06,119.0,False,201.0,False,411.0,1ft
79,Oxford Brookes University 'A',Oxford Brookes University,Newcastle University & Cambridge University,Newcastle University & Cambridge University,The Ladies' Challenge Plate,semi-final,M8+,Station 1 - Berks,,2019-07-06,103.0,False,175.0,False,359.0,1 lengths
79,"M.C. Oyen & M. Steenman, Hollandia Roeiclub, Netherlands","M.C. Oyen & M. Steenman, Hollandia Roeiclub, Netherlands","A.M. Ball & T.D. Ballinger, Leander Club","A.M. Ball & T.D. Ballinger, Leander Club",The Silver Goblets & Nickalls' Challenge Cup,semi-final,M2-,Station 2 - Bucks,,2019-07-06,126.0,False,217.0,False,456.0,3.5 lengths
79,"Waiariki Rowing Club, New Zealand","Waiariki Rowing Club, New Zealand","Hollandia Roeiclub, Netherlands","Hollandia Roeiclub, Netherlands",The Remenham Challenge Cup,semi-final,W8+,Station 1 - Berks,,2019-07-06,115.0,False,192.0,False,404.0,2 lengths
79,"B.C. Donoghue & O.K. Loe, Waiariki Rowing Club, New Zealand","B.C. Donoghue & O.K. Loe, Waiariki Rowing Club, New Zealand","Z. Mulholland & L.E. Macro, Bath University","Z. Mulholland & L.E. Macro, Bath University",The Stonor Challenge Trophy,semi-final,W2,Station 1 - Berks,,2019-07-06,134.0,False,232.0,False,489.0,1 lengths
79,Durham University,Durham University,University of St. Andrews,University of St. Andrews,The Prince Albert Challenge Cup,semi-final,M4+,Station 1 - Berks,,2019-07-06,119.0,False,202.0,False,424.0,2 lengths
79,"L.I. Scheenaard, Hollandia Roeiclub, Netherlands","L.I. Scheenaard, Hollandia Roeiclub, Netherlands","Y. Jiang, Chinese National Rowing Team, China","Y. Jiang, Chinese National Rowing Team, China",The Princess Royal Challenge Cup,semi-final,W1,Station 1 - Berks,,2019-07-06,143.0,False,239.0,False,495.0,0.75 lengths
79,"Leander Club & Imperial College, London","Leander Club & Imperial College, London",University of London & Molesey Boat Club,University of London & Molesey Boat Club,The Remenham Challenge Cup,semi-final,W8+,Station 2 - Bucks,,2019-07-06,117.0,False,196.0,False,403.0,0.66 lengths
79,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia",Lea Rowing Club,Lea Rowing Club,The Wyfold Challenge Cup,semi-final,M4,Station 2 - Bucks,,2019-07-06,117.0,False,199.0,False,408.0,0.75 lengths
79,"S. Lu & Y. Wang, Chinese National Rowing Team, China","S. Lu & Y. Wang, Chinese National Rowing Team, China","C. Baer & J. Richter, H.R.S. V.1879 E.V. & Ruderklub am Wannsee, Berlin, Germany","C. Baer & J. Richter, H.R.S. V.1879 E.V. & Ruderklub am Wannsee, Berlin, Germany",The Stonor Challenge Trophy,semi-final,W2,Station 2 - Bucks,,2019-07-06,130.0,False,221.0,False,460.0,1 lengths
79,"Harvard University, U.S.A.","Harvard University, U.S.A.",Oxford Brookes University,Oxford Brookes University,The Prince Albert Challenge Cup,semi-final,M4+,Station 1 - Berks,,2019-07-06,116.0,True,197.0,False,409.0,4ft
79,"E.K. Twigg, Waiariki Rowing Club, New Zealand","E.K. Twigg, Waiariki Rowing Club, New Zealand","D. Dymchenko, Sports Club Concorde, Ukraine","D. Dymchenko, Sports Club Concorde, Ukraine",The Princess Royal Challenge Cup,semi-final,W1,Station 2 - Bucks,,2019-07-06,143.0,False,240.0,False,494.0,0.33 lengths
79,"Norske Studenters Roklub, Norway","Norske Studenters Roklub, Norway","Mercantile Rowing Club, Australia","Mercantile Rowing Club, Australia",The Wyfold Challenge Cup,semi-final,M4,Station 2 - Bucks,,2019-07-06,116.0,True,196.0,False,406.0,0.75 lengths
80,Henley Rowing Club 'A',Henley Rowing Club,Latymer Upper School 'B',Latymer Upper School,The Diamond Jubilee Challenge Cup,heats,W4,Station 2 - Bucks,,2019-07-06,133.0,False,224.0,False,460.0,0.75 lengths
80,Headington School,Headington School,The Tideway Scullers' School,The Tideway Scullers' School,The Diamond Jubilee Challenge Cup,heats,W4,Station 1 - Berks,,2019-07-06,132.0,False,220.0,False,452.0,0.75 lengths
80,Shrewsbury School,Shrewsbury School,Lea Rowing Club,Lea Rowing Club,The Diamond Jubilee Challenge Cup,heats,W4,Station 1 - Berks,,2019-07-06,130.0,False,220.0,False,462.0,1.25 lengths
80,Latymer Upper School 'A',Latymer Upper School,Marlow Rowing Club,Marlow Rowing Club,The Diamond Jubilee Challenge Cup,heats,W4,Station 1 - Berks,,2019-07-06,134.0,False,226.0,False,467.0,2.25 lengths
80,Molesey Boat Club,Molesey Boat Club,"Rudergemeinschaft Angaria Hannover e.V., Germany","Rudergemeinschaft Angaria Hannover e.V., Germany",The Britannia Challenge Cup,heats,M4+,Station 1 - Berks,,2019-07-05,126.0,False,212.0,False,448.0,4 lengths
80,"University College, Dublin, Ireland","University College, Dublin, Ireland","Ruderclub Germania Düsseldorf von 1904 & Crefelder Ruderclub 1883 e.V., Germany","Ruderclub Germania Düsseldorf von 1904 & Crefelder Ruderclub 1883 e.V., Germany",The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2019-07-05,117.0,True,199.0,False,413.0,2.75 lengths
80,"Commercial Rowing Club, Ireland","Commercial Rowing Club, Ireland","Cercle de L'Aviron de Lyon, France","Cercle de L'Aviron de Lyon, France",The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2019-07-05,112.0,True,190.0,False,395.0,0.75 lengths
80,Leander Club 'B',Leander Club,Lea Rowing Club,Lea Rowing Club,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2019-07-05,122.0,True,205.0,False,423.0,0.5 lengths
80,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia","Deutscher Ruder Club Hannover von 1884, Germany","Deutscher Ruder Club Hannover von 1884, Germany",The Britannia Challenge Cup,heats,M4+,Station 1 - Berks,,2019-07-05,126.0,False,211.0,False,435.0,0.75 lengths
80,"Chinese National Rowing Team, China","Chinese National Rowing Team, China",Oxford Brookes University,Oxford Brookes University,The Town Challenge Cup,heats,W4,Station 1 - Berks,,2019-07-05,131.0,False,227.0,False,477.0,2.5 lengths
80,"Schuylkill Navy High Performance Center, U.S.A.","Schuylkill Navy High Performance Center, U.S.A.","Rudergesellschaft ""Hansa"" Hamburg, Germany","Rudergesellschaft ""Hansa"" Hamburg, Germany",The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,,2019-07-05,116.0,False,196.0,False,414.0,3.5 lengths
80,"Amsterdamsche Studenten Roeivereeniging Nereus, Netherlands","Amsterdamsche Studenten Roeivereeniging Nereus, Netherlands","Harvard University, U.S.A.","Harvard University, U.S.A.",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2019-07-05,107.0,False,180.0,False,375.0,0.66 lengths
80,"M. O'Donovan & S.M. O'Driscoll, Skibbereen Rowing Club, Ireland","M. O'Donovan & S.M. O'Driscoll, Skibbereen Rowing Club, Ireland","H.J.F. Hogan & H.S. Elworthy, Doncaster Rowing Club","H.J.F. Hogan & H.S. Elworthy, Doncaster Rowing Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2019-07-05,132.0,False,230.0,False,488.0,2.25 lengths
80,Leander Club,Leander Club,Molesey Boat Club,Molesey Boat Club,The Town Challenge Cup,heats,W4,Station 1 - Berks,,2019-07-05,132.0,False,224.0,False,465.0,1.5 lengths
80,Cambridge University & Leander Club,Cambridge University & Leander Club,Oxford University,Oxford University,The Visitors' Challenge Cup,heats,M4,Station 2 - Bucks,,2019-07-05,113.0,False,191.0,False,404.0,2.5 lengths
80,Leander Club 'A',Leander Club,The Tideway Scullers' School 'C',The Tideway Scullers' School,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2019-07-05,119.0,False,201.0,False,429.0,1.5 lengths
80,Thames Rowing Club 'A',Thames Rowing Club,"Münchener Ruderclub von 1880 e.V., Germany","Münchener Ruderclub von 1880 e.V., Germany",The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2019-07-05,110.0,False,188.0,False,,0.5 lengths
80,"Amsterdamsche Studenten Roeivereeniging Nereus & Roeivereeniging Studenten Vreie Universiteit Okeanos, Netherlands","Amsterdamsche Studenten Roeivereeniging Nereus & Roeivereeniging Studenten Vreie Universiteit Okeanos, Netherlands",Oxford University Women's Boat Club,Oxford University Women's Boat Club,The Town Challenge Cup,heats,W4,Station 2 - Bucks,,2019-07-05,132.0,False,226.0,False,473.0,1.25 lengths
80,"A.V. Hayda & H.I. Formoso-Murias, Georgetown University, U.S.A.","A.V. Hayda & H.I. Formoso-Murias, Georgetown University, U.S.A.","T.D.A.C. Male & M.R. Mitchell, Bexhill Amateur Rowing Club & The Tideway Scullers' School","T.D.A.C. Male & M.R. Mitchell, Bexhill Amateur Rowing Club & The Tideway Scullers' School",The Double Sculls Challenge Cup,heats,M2,Station 2 - Bucks,,2019-07-05,129.0,False,219.0,False,457.0,2 lengths
80,"Algemene Amsterdamsche Studenten Roeivereniging Skøll & Algemene Utrechtse Studenten Roeivereniging Orca, Netherlands","Algemene Amsterdamsche Studenten Roeivereniging Skøll & Algemene Utrechtse Studenten Roeivereniging Orca, Netherlands",Leander Club,Leander Club,The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,,2019-07-05,112.0,True,190.0,False,391.0,0.33 lengths
81,Eton College,Eton College,Radley College,Radley College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2019-07-05,110.0,False,185.0,False,385.0,0.75 lengths
81,Shiplake College,Shiplake College,"St. Joseph's Preparatory School, U.S.A.","St. Joseph's Preparatory School, U.S.A.",The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2019-07-05,112.0,False,189.0,False,397.0,1.75 lengths
81,"G.G. Krommenhoek, Hollandia Roeiclub, Netherlands","G.G. Krommenhoek, Hollandia Roeiclub, Netherlands","K. Borch, Horten Roklubb, Norway","K. Borch, Horten Roklubb, Norway",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2019-07-05,133.0,False,224.0,False,473.0,2.25 lengths
81,"A. Diaz & A. Haack, Club de Regatas La Plata & Tigre Boat Club, Argentina","A. Diaz & A. Haack, Club de Regatas La Plata & Tigre Boat Club, Argentina","J.J. Westfold & J.W. McKenzie, Oxford Brookes University","J.J. Westfold & J.W. McKenzie, Oxford Brookes University",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2019-07-05,129.0,False,222.0,False,481.0,3.5 lengths
81,Oxford Brookes University,Oxford Brookes University,Isis Boat Club & Oxford University,Isis Boat Club & Oxford University,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2019-07-05,117.0,False,198.0,False,415.0,1 lengths
81,"Hollandia Roeiclub, Netherlands","Hollandia Roeiclub, Netherlands","The Tideway Scullers' School & Imperial College, London","The Tideway Scullers' School & Imperial College, London",The Remenham Challenge Cup,heats,W8+,Station 1 - Berks,,2019-07-05,121.0,False,204.0,False,429.0,2.5 lengths
81,Oxford Brookes University 'A',Oxford Brookes University,"Boston University, U.S.A.","Boston University, U.S.A.",The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2019-07-05,106.0,False,180.0,False,375.0,1 lengths
81,"Forces Armées Françaises, France","Forces Armées Françaises, France",United Kingdom Armed Forces,United Kingdom Armed Forces,The King's Cup,heats,Mx8+,Station 1 - Berks,,2019-07-05,116.0,False,194.0,False,401.0,0.75 lengths
81,"Amsterdamsche Studenten Roeivereeniging Nereus & Delftsche Studenten Roeivereeniging Laga, Netherlands","Amsterdamsche Studenten Roeivereeniging Nereus & Delftsche Studenten Roeivereeniging Laga, Netherlands","Waikato Rowing Club & Tauranga Rowing Club, New Zealand","Waikato Rowing Club & Tauranga Rowing Club, New Zealand",The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2019-07-05,116.0,False,195.0,False,409.0,1.75 lengths
81,"Hollandia Roeiclub, Netherlands","Hollandia Roeiclub, Netherlands",Cambridge University Women's Boat Club 'A',Cambridge University Women's Boat Club,The Town Challenge Cup,heats,W4,Station 2 - Bucks,,2019-07-05,127.0,False,212.0,False,446.0,4.25 lengths
81,"J.E. Collins & G.E. Thomas, Leander Club & Agecroft Rowing Club","J.E. Collins & G.E. Thomas, Leander Club & Agecroft Rowing Club","N.G. Hull & O.J. Dix, Queen's University, Belfast & Leander Club","N.G. Hull & O.J. Dix, Queen's University, Belfast & Leander Club",The Double Sculls Challenge Cup,heats,M2,Station 2 - Bucks,,2019-07-05,120.0,False,204.0,False,441.0,1 lengths
81,"L. Adema, Algemene Groningen Studenten Roeivereniging Gyas, Netherlands","L. Adema, Algemene Groningen Studenten Roeivereniging Gyas, Netherlands","M.G. Brigham, Leeds University","M.G. Brigham, Leeds University",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2019-07-05,137.0,False,229.0,False,475.0,2 lengths
81,"Y. Jiang, Chinese National Rowing Team, China","Y. Jiang, Chinese National Rowing Team, China","M. Veldhuis, Hollandia Roeiclub,  Netherlands","M. Veldhuis, Hollandia Roeiclub,  Netherlands",The Princess Royal Challenge Cup,heats,W1,Station 2 - Bucks,,2019-07-05,152.0,False,257.0,False,537.0,easily
81,"J.W. Storey & C.W. Harris, Waiariki Rowing Club, New Zealand","J.W. Storey & C.W. Harris, Waiariki Rowing Club, New Zealand","J.E. Jackson & O.R.R. Stephens, Upper Thames Rowing Club","J.E. Jackson & O.R.R. Stephens, Upper Thames Rowing Club",The Double Sculls Challenge Cup,heats,M2,Station 1 - Berks,,2019-07-05,123.0,False,206.0,False,453.0,3 lengths
81,"Ruder-Club Potsdam e.V and Ruderverein Münster, Germany","Ruder-Club Potsdam e.V and Ruderverein Münster, Germany","Rudern, Tennis und Hockey Club Bayer Leverkusen, Germany","Rudern, Tennis und Hockey Club Bayer Leverkusen, Germany",The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,,2019-07-05,116.0,False,195.0,False,402.0,1.25 lengths
81,Leander Club,Leander Club,"East India Club & Gentse Roei-en Sportvereniging, Belgium","East India Club & Gentse Roei-en Sportvereniging, Belgium",The Ladies' Challenge Plate,heats,M8+,Station 1 - Berks,,2019-07-05,107.0,False,180.0,False,389.0,1.75 lengths
81,"United States Armed Forces, U.S.A.","United States Armed Forces, U.S.A.","Canadian Armed Forces, Canada","Canadian Armed Forces, Canada",The King's Cup,heats,Mx8+,Station 2 - Bucks,,2019-07-05,117.0,False,199.0,False,430.0,3.66 lengths
81,"L.I. Scheenaard, Hollandia Roeiclub, Netherlands","L.I. Scheenaard, Hollandia Roeiclub, Netherlands","J.L. Cole-Hossain, Thames Rowing Club","J.L. Cole-Hossain, Thames Rowing Club",The Princess Royal Challenge Cup,heats,W1,Station 1 - Berks,,2019-07-05,154.0,False,267.0,False,556.0,1.75 lengths
81,"X. Lin & R. Ju, Chinese National Rowing Team, China","X. Lin & R. Ju, Chinese National Rowing Team, China","G.L. King & C.C. King, Cambridge University Women's Boat Club","G.L. King & C.C. King, Cambridge University Women's Boat Club",The Hambleden Pairs Challenge Cup,heats,W2,Station 1 - Berks,,2019-07-05,148.0,False,251.0,False,514.0,easily
81,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia","Ruderclub Nürtingen, Germany","Ruderclub Nürtingen, Germany",The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2019-07-05,119.0,False,201.0,False,423.0,2.33 lengths
82,Edinburgh University & Nottingham Rowing Club,Edinburgh University & Nottingham Rowing Club,The Windsor Boys' School & The Windsorian Rowing Club,The Windsor Boys' School & The Windsorian Rowing Club,The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,,2019-07-05,114.0,False,194.0,False,409.0,1 lengths
82,St. Paul's School,St. Paul's School,St. Edward's School,St. Edward's School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2019-07-05,110.0,False,187.0,False,398.0,1.66 lengths
